Tenor,0.5,1,2,3,4,5,7,10,15,20
1,0.036529664,0.037115337,0.039178247,0.04088958,0.042149346,0.043075374,0.044272089,0.04516122,0.045667812,0.045430995
2,0.036706291,0.037324339,0.039249629,0.040915226,0.042168452,0.043100206,0.044312822,0.045214824,0.04571982,0.045472279
3,0.035866314,0.036376487,0.038290355,0.040004673,0.041300511,0.042261808,0.04350856,0.044456516,0.045087309,0.044947287
4,0.035677974,0.036260624,0.038249878,0.039982895,0.04128592,0.04225354,0.043515425,0.044477438,0.045087967,0.044925075
5,0.035548016,0.036074615,0.038000663,0.039709239,0.040998823,0.041956314,0.043204333,0.044162327,0.044796041,0.044664964
6,0.035975335,0.03649967,0.038542887,0.040339051,0.041683645,0.042672488,0.043955573,0.044994945,0.045728117,0.045573571
7,0.036062867,0.036611465,0.0386682,0.040477202,0.04183819,0.042844893,0.0441606,0.045224058,0.045943591,0.045769046
8,0.036195551,0.036674846,0.038623036,0.040406212,0.04176939,0.042783336,0.044106508,0.045173392,0.045923048,0.045783789
9,0.036210381,0.036670002,0.03860073,0.040337403,0.04166985,0.042674491,0.04400181,0.04506818,0.045835263,0.045735144
10,0.0360003,0.036374623,0.038183496,0.039872322,0.041187713,0.042189524,0.043527439,0.044609012,0.045365053,0.045245272
11,0.035761771,0.03630996,0.038275483,0.040001855,0.041325225,0.042328209,0.043669854,0.044758254,0.045473281,0.045292694
12,0.035777247,0.036253616,0.038156717,0.039880032,0.041214941,0.042229738,0.043580845,0.044641544,0.045253599,0.044989508
13,0.036111792,0.03661528,0.03854958,0.040294549,0.041635453,0.042646934,0.043981268,0.04501651,0.045587039,0.045268974
14,0.036034248,0.036535908,0.038474267,0.040201344,0.041531715,0.042543886,0.043899428,0.044966956,0.045556587,0.045241031
15,0.036401576,0.03689789,0.038706316,0.040344656,0.041618921,0.042594151,0.043908289,0.044954457,0.045554583,0.04525303
16,0.036238937,0.036770192,0.038663051,0.040312393,0.041570846,0.042522621,0.043793063,0.044812779,0.04545845,0.045209534
17,0.035807889,0.036155997,0.037795567,0.039330305,0.040536927,0.041467188,0.042736364,0.04379286,0.044516835,0.044319639
18,0.035789889,0.036118676,0.037714529,0.039221143,0.040413538,0.041338793,0.042611217,0.043678112,0.044416055,0.044236865
19,0.035955593,0.036226625,0.037740029,0.039202249,0.040371687,0.041286596,0.042557664,0.043630992,0.044362415,0.044191685
20,0.03594902,0.036172833,0.037605853,0.03906021,0.040250135,0.041195386,0.042529675,0.043667985,0.044432743,0.044276486
21,0.035954522,0.036150401,0.037585269,0.039018501,0.040183169,0.041106075,0.042406779,0.043508029,0.044209469,0.044001992
22,0.035609191,0.035655739,0.03687763,0.038246785,0.039388645,0.040296789,0.041565215,0.042614635,0.043254545,0.043008961
23,0.035078338,0.0352295,0.036620461,0.038066197,0.039245862,0.040173972,0.041453404,0.042472817,0.043007508,0.042679205
24,0.035074318,0.035222015,0.036635407,0.038107488,0.039296783,0.040220058,0.041478095,0.042530426,0.043237115,0.042964005
25,0.034770135,0.034973005,0.036431185,0.037924961,0.039136649,0.040083221,0.041386484,0.042499196,0.043282295,0.04305427
26,0.035109498,0.035340765,0.036835317,0.038370954,0.039615713,0.040586488,0.041924662,0.043085791,0.043962968,0.043796072
27,0.035270893,0.035399732,0.03682192,0.038319501,0.039544929,0.04050815,0.041848282,0.043025786,0.043937357,0.043800301
28,0.035214994,0.035412428,0.036863673,0.038387112,0.039642098,0.040635314,0.042028342,0.04325465,0.044183527,0.044033323
29,0.03400636,0.034593017,0.036319204,0.037841564,0.03904744,0.039992799,0.041323793,0.042527163,0.043503726,0.043399396
30,0.034831813,0.034911956,0.036271291,0.037750784,0.038983646,0.039967739,0.041364089,0.042618102,0.04361139,0.043507099
31,0.033058029,0.032941405,0.034663557,0.036560067,0.038128183,0.039371977,0.041122985,0.042645534,0.043790972,0.043754878
32,0.032366751,0.032436536,0.034167683,0.036104381,0.037738748,0.039049737,0.040905174,0.042519606,0.043759988,0.043782759
33,0.032283754,0.032442724,0.034240084,0.036187815,0.037824301,0.039139105,0.041013128,0.042670893,0.043981852,0.044044916
34,0.03238118,0.032467423,0.034188827,0.036095016,0.037708399,0.039010956,0.040876297,0.042527736,0.043803797,0.043834481
35,0.032675555,0.032424629,0.033814913,0.035610788,0.03718407,0.038473128,0.040340605,0.042029285,0.043414806,0.043540486
36,0.032343967,0.032100091,0.033668805,0.035528319,0.037120435,0.038415244,0.040290803,0.042000954,0.043460578,0.043731264
37,0.032792054,0.032676705,0.03419595,0.036035478,0.037634194,0.038944416,0.040834404,0.042449404,0.043647026,0.043950238
38,0.032801659,0.032803132,0.034358914,0.036170519,0.037741751,0.039033191,0.040907068,0.042531208,0.043757645,0.044045099
39,0.032609435,0.032845698,0.034523784,0.0363347,0.037884275,0.039152564,0.040989405,0.042582724,0.043775754,0.044009141
40,0.032783666,0.032793148,0.034273881,0.035997798,0.037491747,0.038719361,0.040503588,0.042079109,0.043332199,0.043618684
41,0.032699514,0.032648918,0.034068417,0.035772788,0.037260284,0.038487533,0.04028164,0.041889145,0.04322378,0.043580075
42,0.032630851,0.032646158,0.034210841,0.036017324,0.037572862,0.038846957,0.040701279,0.042359768,0.043734369,0.044106944
43,0.031633035,0.031768518,0.033481675,0.035356623,0.036972141,0.03831242,0.040315639,0.042184858,0.043765668,0.044201274
44,0.031547963,0.031644493,0.033364276,0.035249875,0.036874116,0.038226593,0.040271265,0.042230546,0.043957238,0.044500011
45,0.032388215,0.032119082,0.033542429,0.035416147,0.037094823,0.038510091,0.040659109,0.04269649,0.044347524,0.044806184
46,0.031619693,0.031817971,0.033833876,0.035896638,0.037620957,0.039039053,0.041189153,0.043271008,0.045021959,0.045550757
47,0.031521599,0.03158955,0.033412461,0.035397671,0.03707931,0.03846519,0.040561284,0.042589015,0.044302874,0.044814713
48,0.031138874,0.031098288,0.032830113,0.0347569,0.036408336,0.037784571,0.039898116,0.041992465,0.043835546,0.04444417
49,0.031173642,0.031068718,0.032696165,0.034621139,0.036302102,0.037713694,0.039891775,0.042056909,0.04395062,0.044569658
50,0.031123732,0.030975865,0.032569162,0.034513629,0.036230321,0.037679278,0.03991747,0.042120522,0.043982275,0.044548803
51,0.031321916,0.031047057,0.032581007,0.034521995,0.036238632,0.037682064,0.03989642,0.042068084,0.043935552,0.044532241
